wn,wl,T
826.446281,12.100000,0.000437
826.787929,12.095000,0.000474
827.129859,12.090000,0.000501
827.472073,12.085000,0.000517
827.814570,12.080000,0.000522
828.157350,12.075000,0.000519
828.500414,12.070000,0.000508
828.843763,12.065000,0.000492
829.187396,12.060000,0.000470
829.531315,12.055000,0.000444
829.875519,12.050000,0.000414
830.220008,12.045000,0.000380
830.564784,12.040000,0.000343
830.909846,12.035000,0.000302
831.255195,12.030000,0.000260
831.600832,12.025000,0.000216
831.946755,12.020000,0.000172
832.292967,12.015000,0.000129
832.639467,12.010000,0.000090
832.986256,12.005000,0.000057
833.333333,12.000000,0.000032
833.680700,11.995000,0.000017
834.028357,11.990000,0.000013
834.376304,11.985000,0.000023
834.724541,11.980000,0.000047
835.073069,11.975000,0.000084
835.421888,11.970000,0.000134
835.770999,11.965000,0.000196
836.120401,11.960000,0.000267
836.470096,11.955000,0.000345
836.820084,11.950000,0.000426
837.170364,11.945000,0.000508
837.520938,11.940000,0.000587
837.871806,11.935000,0.000663
838.222967,11.930000,0.000732
838.574423,11.925000,0.000795
838.926174,11.920000,0.000852
839.278221,11.915000,0.000901
839.630563,11.910000,0.000945
839.983200,11.905000,0.000984
840.336134,11.900000,0.001018
840.689365,11.895000,0.001049
841.042893,11.890000,0.001075
841.396719,11.885000,0.001096
841.750842,11.880000,0.001110
842.105263,11.875000,0.001117
842.459983,11.870000,0.001114
842.815002,11.865000,0.001100
843.170320,11.860000,0.001075
843.525938,11.855000,0.001039
843.881857,11.850000,0.000992
844.238075,11.845000,0.000938
844.594595,11.840000,0.000879
844.951415,11.835000,0.000819
845.308538,11.830000,0.000761
845.665962,11.825000,0.000710
846.023689,11.820000,0.000669
846.381718,11.815000,0.000641
846.740051,11.810000,0.000629
847.098687,11.805000,0.000633
847.457627,11.800000,0.000654
847.816872,11.795000,0.000692
848.176421,11.790000,0.000746
848.536275,11.785000,0.000814
848.896435,11.780000,0.000895
849.256900,11.775000,0.000988
849.617672,11.770000,0.001091
849.978751,11.765000,0.001204
850.340136,11.760000,0.001325
850.701829,11.755000,0.001455
851.063830,11.750000,0.001592
851.426139,11.745000,0.001737
851.788756,11.740000,0.001888
852.151683,11.735000,0.002044
852.514919,11.730000,0.002203
852.878465,11.725000,0.002364
853.242321,11.720000,0.002525
853.606487,11.715000,0.002683
853.970965,11.710000,0.002836
854.335754,11.705000,0.002982
854.700855,11.700000,0.003121
855.066268,11.695000,0.003251
855.431993,11.690000,0.003373
855.798032,11.685000,0.003488
856.164384,11.680000,0.003598
856.531049,11.675000,0.003705
856.898029,11.670000,0.003812
857.265324,11.665000,0.003923
857.632933,11.660000,0.004040
858.000858,11.655000,0.004167
858.369099,11.650000,0.004306
858.737656,11.645000,0.004461
859.106529,11.640000,0.004635
859.475720,11.635000,0.004830
859.845228,11.630000,0.005048
860.215054,11.625000,0.005293
860.585198,11.620000,0.005565
860.955661,11.615000,0.005868
861.326443,11.610000,0.006202
861.697544,11.605000,0.006567
862.068966,11.600000,0.006963
862.440707,11.595000,0.007390
862.812770,11.590000,0.007846
863.185153,11.585000,0.008327
863.557858,11.580000,0.008833
863.930886,11.575000,0.009361
864.304235,11.570000,0.009911
864.677907,11.565000,0.010482
865.051903,11.560000,0.011078
865.426222,11.555000,0.011702
865.800866,11.550000,0.012360
866.175834,11.545000,0.013060
