wn,wl,T
902.184314,11.084210,0.000000
903.371398,11.069644,0.000000
904.558482,11.055117,0.000000
905.745567,11.040628,0.000000
906.932651,11.026177,0.000000
908.119736,11.011764,0.000000
909.306820,10.997388,0.000000
910.493905,10.983050,0.000000
911.680989,10.968749,0.000000
912.868073,10.954485,0.000000
914.055158,10.940259,0.000000
915.242242,10.926069,0.000000
916.429327,10.911916,0.000000
917.616411,10.897800,0.000000
918.803496,10.883720,0.000000
919.990580,10.869677,0.000000
921.177665,10.855669,0.000000
922.364749,10.841698,0.000000
923.551833,10.827763,0.000000
924.738918,10.813863,0.000000
925.926002,10.799999,0.000000
927.113087,10.786171,0.000000
928.300171,10.772378,0.000000
929.487256,10.758620,0.000000
930.674340,10.744897,0.000000
931.861424,10.731209,0.000000
933.048509,10.717556,0.000000
934.235593,10.703938,0.000000
935.422678,10.690354,0.000000
936.609762,10.676805,0.000000
937.796847,10.663290,0.000000
938.983931,10.649810,0.000000
940.171016,10.636363,0.000000
941.358100,10.622950,0.000000
942.545184,10.609571,0.000000
943.732269,10.596226,0.000000
944.919353,10.582914,0.000000
946.106438,10.569635,0.000000
947.293522,10.556390,0.000000
948.480607,10.543178,0.000000
949.667691,10.529999,0.000000
950.854776,10.516853,0.000000
952.041860,10.503740,0.000000
953.228944,10.490659,0.000000
954.416029,10.477611,0.000000
955.603113,10.464595,0.000000
956.790198,10.451612,0.000000
957.977282,10.438661,0.000000
959.164367,10.425742,0.000000
960.351451,10.412855,0.000000
961.538535,10.399999,0.000000
962.725620,10.387176,0.000000
963.912704,10.374383,0.000000
965.099789,10.361623,0.000000
966.286873,10.348894,0.000000
967.473958,10.336196,0.000000
968.661042,10.323529,0.000000
969.848127,10.310893,0.000000
971.035211,10.298288,0.000000
972.222295,10.285714,0.000000
973.409380,10.273170,0.000000
974.596464,10.260657,0.000000
975.783549,10.248174,0.000000
976.970633,10.235722,0.000000
978.157718,10.223300,0.000000
979.344802,10.210908,0.000000
980.531886,10.198546,0.000000
981.718971,10.186214,0.000000
982.906055,10.173912,0.000000
984.093140,10.161640,0.000000
985.280224,10.149397,0.000000
986.467309,10.137183,0.000000
987.654393,10.124999,0.000000
988.841478,10.112844,0.000000
990.028562,10.100719,0.000000
991.215646,10.088622,0.000000
992.402731,10.076554,0.000000
993.589815,10.064515,0.000000
994.776900,10.052505,0.000000
995.963984,10.040524,0.000000
997.151069,10.028571,0.000000
998.338153,10.016646,0.000000
999.525237,10.004750,0.000000
1000.712322,9.992882,0.000000
1001.899406,9.981042,0.000000
1003.086491,9.969230,0.000000
1004.273575,9.957446,0.000000
1005.460660,9.945690,0.000000
1006.647744,9.933962,0.000000
1007.834829,9.922261,0.000000
1009.021913,9.910588,1.000000
1010.208997,9.898942,1.000000
1011.396082,9.887323,1.000000
1012.583166,9.875732,1.000000
1013.770251,9.864168,1.000000
1014.957335,9.852631,1.000000
1016.144420,9.841121,1.000000
1017.331504,9.829638,1.000000
1018.518588,9.818181,1.000000
1019.705673,9.806751,1.000000
1020.892757,9.795348,1.000000
1022.079842,9.783971,1.000000
1023.266926,9.772621,1.000000
1024.454011,9.761297,1.000000
1025.641095,9.749999,1.000000
1026.828180,9.738728,1.000000
1028.015264,9.727482,1.000000
1029.202348,9.716262,1.000000
1030.389433,9.705068,1.000000
1031.576517,9.693900,1.000000
1032.763602,9.682758,1.000000
1033.950686,9.671641,0.000000
1035.137771,9.660550,0.000000
1036.324855,9.649484,0.000000
1037.511940,9.638443,0.000000
1038.699024,9.627428,0.000000
1039.886108,9.616438,0.000000
1041.073193,9.605473,0.000000
1042.260277,9.594532,0.000000
1043.447362,9.583617,0.000000
1044.634446,9.572727,0.000000
1045.821531,9.561861,0.000000
1047.008615,9.551020,0.000000
1048.195699,9.540203,0.000000
1049.382784,9.529411,0.000000
1050.569868,9.518643,0.000000
1051.756953,9.507900,0.000000
1052.944037,9.497181,0.000000
1054.131122,9.486486,0.000000
1055.318206,9.475815,0.000000
1056.505291,9.465168,0.000000
1057.692375,9.454545,0.000000
1058.879459,9.443946,0.000000
1060.066544,9.433370,0.000000
1061.253628,9.422818,0.000000
1062.440713,9.412290,0.000000
1063.627797,9.401785,0.000000
1064.814882,9.391304,0.000000
1066.001966,9.380846,0.000000
1067.189050,9.370411,0.000000
1068.376135,9.359999,0.000000
1069.563219,9.349611,0.000000
1070.750304,9.339246,0.000000
1071.937388,9.328903,0.000000
1073.124473,9.318583,0.000000
1074.311557,9.308287,0.000000
1075.498642,9.298013,0.000000
1076.685726,9.287761,0.000000
1077.872810,9.277532,0.000000
1079.059895,9.267326,0.000000
1080.246979,9.257142,0.000000
1081.434064,9.246981,0.000000
1082.621148,9.236842,0.000000
1083.808233,9.226725,0.000000
1084.995317,9.216630,0.000000
1086.182401,9.206557,0.000000
1087.369486,9.196506,0.000000
1088.556570,9.186477,0.000000
1089.743655,9.176470,0.000000
1090.930739,9.166485,0.000000
1092.117824,9.156521,0.000000
1093.304908,9.146579,0.000000
1094.491993,9.136659,0.000000
1095.679077,9.126760,0.000000
