wn,wl,T
735.992494,13.587095,0.000000
737.179579,13.565216,0.000000
738.366663,13.543407,0.000000
739.553748,13.521668,0.000000
740.740832,13.499998,0.000000
741.927917,13.478398,0.000000
743.115001,13.456867,0.000000
744.302086,13.435405,0.000000
745.489170,13.414011,0.000000
746.676254,13.392685,0.000000
747.863339,13.371427,0.000000
749.050423,13.350236,0.000000
750.237508,13.329112,0.000000
751.424592,13.308055,0.000000
752.611677,13.287065,0.000000
753.798761,13.266140,0.000000
754.985845,13.245281,0.000000
756.172930,13.224488,0.000000
757.360014,13.203760,0.000000
758.547099,13.183097,0.000000
759.734183,13.162498,0.000000
760.921268,13.141964,0.000000
762.108352,13.121494,0.000000
763.295437,13.101087,0.000000
764.482521,13.080744,0.000000
765.669605,13.060464,0.000000
766.856690,13.040246,0.000000
768.043774,13.020091,0.000000
769.230859,12.999998,0.000000
770.417943,12.979968,0.000000
771.605028,12.959998,0.000000
772.792112,12.940091,0.000000
773.979196,12.920244,0.000000
775.166281,12.900458,0.000000
776.353365,12.880732,0.000000
777.540450,12.861067,0.000000
778.727534,12.841462,0.000000
779.914619,12.821916,0.000000
781.101703,12.802430,0.000000
782.288788,12.783003,0.000000
783.475872,12.763635,0.000000
784.662956,12.744325,0.000000
785.850041,12.725074,0.000000
787.037125,12.705881,0.000000
788.224210,12.686746,0.000000
789.411294,12.667668,0.000000
790.598379,12.648647,0.000000
791.785463,12.629684,0.000000
792.972548,12.610777,0.000000
794.159632,12.591927,0.000000
795.346716,12.573133,0.000000
796.533801,12.554395,0.000000
797.720885,12.535713,0.000000
798.907970,12.517086,0.000000
800.095054,12.498515,0.000000
801.282139,12.479999,0.000000
802.469223,12.461537,0.000000
803.656307,12.443130,0.000000
804.843392,12.424777,0.000000
806.030476,12.406479,0.000000
807.217561,12.388234,0.000000
808.404645,12.370043,0.000000
809.591730,12.351905,0.000000
810.778814,12.333820,0.000000
811.965899,12.315788,0.000000
813.152983,12.297809,0.000000
814.340067,12.279882,0.000000
815.527152,12.262007,0.000000
816.714236,12.244185,0.000000
817.901321,12.226414,0.000000
819.088405,12.208694,0.000000
820.275490,12.191026,0.000000
821.462574,12.173409,0.000000
822.649658,12.155843,0.000000
823.836743,12.138327,0.000000
825.023827,12.120862,0.000000
826.210912,12.103447,0.000000
827.397996,12.086082,0.000000
828.585081,12.068767,0.000000
829.772165,12.051501,0.000000
830.959250,12.034284,0.000000
